Season,Latitude,Longitude,FRP
DJF,8.9981,0.0501,61.1
DJF,8.9983,-1.0058,88.5
DJF,8.9984,-2.923,222.0
DJF,8.9987,-3.9632,213.9
DJF,8.9988,-2.927,61.9
DJF,8.9988,-0.6418,132.4
DJF,8.9992,0.3616,108.8
DJF,8.9993,0.1432,289.0
DJF,8.9995,-3.5483,64.4
DJF,8.9995,-0.3429,103.5
DJF,8.9997,0.7887,149.8
DJF,8.9999,-3.9848,86.8
DJF,9.0,-3.4548,65.3
DJF,9.0,0.4849,145.9
DJF,9.0001,-0.3337,98.5
DJF,9.0001,0.8267,76.1
DJF,9.0006,0.7459,78.2
DJF,9.0007,-2.231,42.1
DJF,9.0008,-3.839,97.6
DJF,9.0008,-3.4571,83.0
DJF,9.0008,0.8425,217.5
DJF,9.001,0.7423,268.5
DJF,9.0012,-3.9758,23.4
DJF,9.0012,-1.0804,86.0
DJF,9.0012,11.2759,20.6
DJF,9.0013,8.8667,21.7
DJF,9.0013,10.571,46.4
DJF,9.0014,-3.6556,60.0
DJF,9.0014,-0.3246,332.5
DJF,9.0015,-0.1014,88.2
DJF,9.0016,-7.4638,130.4
DJF,9.0016,-1.2794,125.9
DJF,9.0017,-1.541,102.1
DJF,9.0017,-1.3993,71.7
DJF,9.0018,-4.1974,90.6
DJF,9.0019,-3.5417,97.4
DJF,9.002,0.7554,83.6
DJF,9.0023,-1.6399,167.8
DJF,9.0024,-3.118,90.3
DJF,9.0025,-3.9668,20.6
DJF,9.0025,10.8814,82.2
DJF,9.0027,-3.8581,25.0
DJF,9.0028,0.4079,67.0
DJF,9.003,-1.5318,65.3
DJF,9.003,-0.3228,69.9
DJF,9.0034,0.1501,115.5
DJF,9.0036,-1.3265,96.9
DJF,9.0037,-3.753,319.2
DJF,9.0037,-0.8523,115.2
DJF,9.0038,-1.6303,117.8
DJF,9.0039,-2.2469,82.6
DJF,9.004,-3.7084,85.1
DJF,9.0043,-3.8687,75.4
DJF,9.0045,-3.9113,63.2
DJF,9.0045,10.7372,101.6
DJF,9.0047,7.2601,68.7
DJF,9.0048,0.7649,459.2
DJF,9.0049,-0.7411,56.4
DJF,9.005,-0.6915,92.1
DJF,9.0053,-7.4771,110.3
DJF,9.0053,0.1624,105.3
DJF,9.0056,-1.2469,67.1
DJF,9.0057,-1.9844,269.7
DJF,9.0057,-1.8584,142.0
DJF,9.0057,-0.8545,57.0
DJF,9.0059,-5.9375,70.2
DJF,9.0059,-2.1069,56.6
DJF,9.0059,-0.8215,109.3
DJF,9.0062,-2.7463,60.4
DJF,9.0063,-0.6326,61.3
DJF,9.0063,0.1039,201.6
DJF,9.0063,0.7484,532.8
DJF,9.0064,-0.7803,49.2
DJF,9.0067,-3.7602,288.5
DJF,9.0069,-2.0877,58.2
DJF,9.0071,-3.5253,55.5
DJF,9.0073,-0.8119,76.1
DJF,9.0074,0.8669,142.5
DJF,9.0075,-1.2205,77.4
DJF,9.008,0.1548,131.2
DJF,9.0081,-0.8519,83.5
DJF,9.0081,-0.6131,53.4
DJF,9.0081,0.117,162.8
DJF,9.0084,-3.5164,89.3
DJF,9.0084,-3.4674,52.9
DJF,9.0088,-3.8239,34.6
DJF,9.0088,-0.4337,162.3
DJF,9.0089,-2.2058,19.1
DJF,9.0089,-0.6649,191.2
DJF,9.0089,0.5312,56.3
DJF,9.0091,-3.5124,302.0
DJF,9.0092,-3.3825,52.8
DJF,9.0092,0.0711,98.6
DJF,9.0093,-3.5936,100.7
DJF,9.0095,-0.7418,136.9
DJF,9.0095,-0.6226,88.5
DJF,9.0095,0.6372,74.3
DJF,9.0097,-3.4584,187.0
DJF,9.0099,0.7707,219.1
DJF,9.0102,-0.3054,573.0
DJF,9.0104,-3.7285,59.0
DJF,9.0104,-3.2389,249.1
DJF,9.0106,0.8159,74.6
DJF,9.0107,-3.2454,273.0
DJF,9.0107,0.5201,42.1
DJF,9.0109,0.6467,124.7
DJF,9.011,-1.4966,204.5
DJF,9.0111,0.754,57.5
DJF,9.0112,-0.317,287.6
DJF,9.0117,-3.5284,197.1
DJF,9.0118,-3.4448,106.0
DJF,9.0119,-4.1257,128.7
DJF,9.0119,-4.0744,87.3
DJF,9.0119,-0.3242,171.9
DJF,9.012,-1.4007,237.0
DJF,9.012,0.8533,79.7
DJF,9.0121,-1.9877,66.9
DJF,9.0122,0.1874,80.7
DJF,9.0124,-3.9214,73.8
DJF,9.0124,0.1776,52.2
DJF,9.0125,-1.4861,241.0
DJF,9.0126,-3.9095,52.0
DJF,9.0127,-4.1196,133.6
DJF,9.013,-3.6995,81.1
DJF,9.013,-0.2881,367.5
DJF,9.0131,-0.329,94.5
DJF,9.0132,-1.5026,79.1
DJF,9.0132,-0.3152,59.1
DJF,9.0133,-3.5233,169.7
DJF,9.0134,-3.7334,17.8
DJF,9.0134,-2.1094,468.4
DJF,9.0135,-3.5648,33.3
DJF,9.0136,-3.4312,51.2
DJF,9.0136,-3.2953,389.9
DJF,9.0136,-0.2286,87.3
DJF,9.014,-3.9318,49.6
DJF,9.0142,-1.4004,18.4
DJF,9.0144,-3.5563,41.7
DJF,9.0145,-3.8509,54.6
DJF,9.0146,-3.4689,107.0
DJF,9.0146,-1.4921,139.2
DJF,9.0147,-3.5133,91.0
DJF,9.0147,-2.0908,95.5
DJF,9.0148,0.1988,70.8
DJF,9.0149,-1.7469,339.8
DJF,9.015,-7.4198,68.1
DJF,9.015,-2.1082,67.0
DJF,9.0151,-0.3063,123.8
DJF,9.0153,-3.5466,132.9
DJF,9.0153,0.0248,84.5
DJF,9.0154,-3.5518,56.0
DJF,9.0155,-1.3912,44.9
DJF,9.0157,-1.4024,69.1
DJF,9.0157,-1.4004,179.4
DJF,9.0158,-3.8419,123.3
DJF,9.016,-1.4816,60.0
DJF,9.016,-0.282,528.0
DJF,9.0162,0.1756,62.7
DJF,9.0163,-1.7559,127.7
DJF,9.0164,-2.0053,69.4
DJF,9.0164,-0.2969,66.6
DJF,9.0166,-2.1288,233.9
DJF,9.0171,-3.5519,149.2
DJF,9.0172,-3.8882,124.8
DJF,9.0175,-3.9139,48.1
DJF,9.0175,-0.2405,115.3
DJF,9.0176,-4.0596,88.7
DJF,9.0178,-3.8149,77.1
DJF,9.0179,-5.6864,51.9
DJF,9.0184,0.8565,135.1
DJF,9.0186,0.8686,376.0
DJF,9.0188,-3.8988,411.7
DJF,9.0188,-3.5208,207.2
DJF,9.0189,-0.2395,412.0
DJF,9.0192,-3.9975,679.1
DJF,9.0192,-3.3398,85.2
DJF,9.0193,-3.6018,104.2
DJF,9.0194,-4.0864,79.3
DJF,9.0194,-3.8042,97.8
DJF,9.0194,-3.6809,158.8
DJF,9.0195,0.1875,69.8
DJF,9.0197,-1.2414,65.6
DJF,9.0199,-3.2533,59.4
DJF,9.02,0.286,150.0
DJF,9.0202,0.1989,62.2
DJF,9.0202,11.4839,81.3
DJF,9.0204,-3.9093,707.5
DJF,9.0206,-3.3297,113.0
DJF,9.0206,-0.301,276.0
DJF,9.0207,-4.4793,59.5
DJF,9.0208,-3.6902,484.5
DJF,9.021,-4.2765,80.3
DJF,9.0211,-3.8561,22.4
DJF,9.0211,0.031,129.5
DJF,9.0212,-2.2287,178.7
DJF,9.0213,0.8519,73.3
DJF,9.0215,-0.2668,530.3
DJF,9.0218,-3.7457,415.4
DJF,9.022,-3.9198,588.4
DJF,9.0221,-2.1284,108.1
DJF,9.0221,10.5203,70.5
DJF,9.0223,-1.7192,67.2
DJF,9.0223,0.837,74.8
DJF,9.0224,-0.0522,64.5
DJF,9.0225,5.0417,18.1
DJF,9.0226,-3.6329,101.5
DJF,9.0226,0.8616,90.6
DJF,9.0227,-3.4392,61.8
DJF,9.0228,0.1901,95.0
DJF,9.0229,-3.5721,128.0
DJF,9.023,-0.7113,50.1
DJF,9.0237,-0.4808,200.5
DJF,9.0238,0.8045,78.6
DJF,9.0239,-3.6239,191.2
DJF,9.0239,-3.4301,149.0
DJF,9.0239,-3.291,78.3
DJF,9.0239,-1.7455,151.7
DJF,9.0239,-1.5998,88.9
DJF,9.024,-0.5799,57.9
DJF,9.0241,-3.7332,78.0
DJF,9.0242,-0.3076,107.8
DJF,9.0243,-3.7298,545.2
DJF,9.0246,-1.4284,69.5
DJF,9.0246,-0.2718,440.2
DJF,9.025,-0.9513,67.9
DJF,9.0251,-3.6461,311.0
DJF,9.0251,8.9609,94.9
DJF,9.0252,-3.6148,99.6
DJF,9.0252,-1.7546,64.2
DJF,9.0254,-0.9299,170.4
DJF,9.0255,-1.6455,76.5
DJF,9.0255,-0.2982,178.9
DJF,9.0255,-0.2601,185.4
DJF,9.0256,0.1396,216.9
DJF,9.0261,-2.1071,185.7
DJF,9.0262,-1.7184,99.8
DJF,9.0263,-5.0231,102.5
DJF,9.0263,-3.9247,82.0
DJF,9.0267,7.5459,24.4
DJF,9.0269,-1.4166,189.0
DJF,9.027,-3.6701,70.7
DJF,9.0271,-3.8969,117.7
DJF,9.0271,-0.378,65.2
DJF,9.0271,0.15,89.8
DJF,9.0272,-3.6077,61.4
DJF,9.0272,0.4258,53.2
DJF,9.0274,-4.0347,239.3
DJF,9.0274,-2.9533,25.6
DJF,9.0275,-3.2929,346.1
DJF,9.0275,-0.4885,214.4
DJF,9.0275,0.2761,70.0
DJF,9.0278,0.7532,98.4
DJF,9.0281,0.4068,130.8
DJF,9.0281,3.9967,66.6
DJF,9.0282,-4.0136,201.1
DJF,9.0283,-3.2622,222.8
DJF,9.0284,-3.8973,58.5
DJF,9.0284,-2.6656,60.7
DJF,9.0285,-3.6795,465.4
DJF,9.0286,-3.8683,492.7
DJF,9.0287,-3.8809,157.5
DJF,9.0287,-0.2799,572.8
DJF,9.0289,0.2669,55.2
DJF,9.0292,-7.7234,376.1
DJF,9.0292,-1.5848,56.1
DJF,9.0293,11.4572,28.5
DJF,9.0294,-1.4484,72.6
DJF,9.0298,-0.0607,169.6
DJF,9.0298,0.7833,62.6
DJF,9.0299,-3.6889,260.1
DJF,9.03,-3.9548,189.2
DJF,9.03,-2.2975,210.3
DJF,9.0301,-4.006,385.0
DJF,9.0301,-3.8899,91.8
DJF,9.0302,-3.9124,121.5
DJF,9.0303,-3.6681,27.5
DJF,9.0304,-3.9992,623.6
DJF,9.0305,-3.7543,53.6
DJF,9.0305,-1.4841,106.0
DJF,9.0306,-0.5045,98.6
DJF,9.0307,-7.7132,104.9
DJF,9.0307,-1.4385,357.5
DJF,9.0307,-0.4786,18.8
DJF,9.0307,11.4673,28.2
DJF,9.0308,0.8702,99.3
DJF,9.031,-3.5987,128.5
DJF,9.0312,-1.4089,86.7
DJF,9.0313,0.8382,218.7
DJF,9.0314,-3.8989,520.2
DJF,9.0314,-0.9101,68.9
DJF,9.0317,-3.9433,111.9
DJF,9.0317,-1.2337,65.0
DJF,9.032,-0.9036,97.7
DJF,9.0321,-3.4829,59.2
DJF,9.0321,-1.7247,86.6
DJF,9.0321,0.1311,73.9
DJF,9.0321,0.879,71.8
DJF,9.0324,-3.8716,92.8
DJF,9.0324,-3.2863,241.8
DJF,9.0325,-3.9916,103.2
DJF,9.0326,-3.5534,133.8
DJF,9.0326,-1.4223,286.2
DJF,9.0327,-3.592,119.7
DJF,9.0329,-0.6636,153.5
DJF,9.0329,11.49,29.4
DJF,9.0331,-3.6066,224.8
DJF,9.0331,-1.2236,92.1
DJF,9.0331,-0.5812,77.6
DJF,9.0333,-2.2854,194.5
DJF,9.0333,0.7658,76.3
DJF,9.0335,-0.6566,213.8
DJF,9.0336,-1.7139,115.0
DJF,9.0337,-3.8805,96.8
DJF,9.0337,-3.8312,87.0
DJF,9.0338,0.4636,76.9
DJF,9.034,-3.9872,59.8
DJF,9.0341,0.3372,49.9
DJF,9.0343,-1.5892,52.4
DJF,9.0344,-3.8746,83.7
DJF,9.0344,-3.7686,129.9
DJF,9.0347,-3.5974,68.2
DJF,9.0352,-4.2632,65.9
DJF,9.0352,-1.7198,51.0
DJF,9.0356,-0.637,24.1
DJF,9.0356,0.4039,58.0
DJF,9.0359,0.1824,79.1
DJF,9.036,-3.6064,74.2
DJF,9.036,0.7767,122.8
DJF,9.0363,0.2306,36.5
DJF,9.0364,-3.9692,59.8
DJF,9.0364,0.761,61.0
DJF,9.0366,-0.3114,115.8
DJF,9.0367,-3.4628,375.9
DJF,9.0367,-1.7581,68.2
DJF,9.0369,-1.6298,65.6
DJF,9.037,-0.6274,32.0
DJF,9.037,0.8136,52.8
DJF,9.0371,-3.6105,114.8
DJF,9.0372,-3.6493,166.7
DJF,9.0373,-3.6154,113.3
DJF,9.0373,0.1587,122.4
DJF,9.0375,-3.6782,60.5
DJF,9.0376,-4.0245,85.8
DJF,9.0376,-2.1811,224.6
DJF,9.0378,-3.3737,57.3
DJF,9.0378,0.7191,64.8
DJF,9.0381,-3.9823,82.7
DJF,9.0383,0.8225,442.4
DJF,9.0384,-2.2127,145.4
DJF,9.0384,-1.5154,128.5
DJF,9.0384,0.428,73.6
DJF,9.0386,-3.6401,262.3
DJF,9.0386,-0.2145,82.9
DJF,9.0391,-0.2729,80.8
DJF,9.0393,-3.9163,178.6
DJF,9.0393,0.7048,76.4
DJF,9.0394,-3.7745,62.7
DJF,9.0396,0.8315,130.0
DJF,9.0399,-3.5856,91.3
DJF,9.04,-2.1662,122.7
DJF,9.0406,-1.4669,53.5
DJF,9.0408,-2.8571,29.9
DJF,9.041,-2.1657,178.2
DJF,9.0411,-0.053,16.4
DJF,9.0411,0.5994,53.9
DJF,9.0416,-3.8431,94.1
DJF,9.0416,-3.7561,34.7
DJF,9.0416,-3.3678,137.0
DJF,9.0416,-2.254,194.0
DJF,9.0417,-2.8011,94.9
DJF,9.0419,-0.2613,122.4
DJF,9.042,-0.7337,67.0
DJF,9.0421,-0.5303,191.9
DJF,9.0422,-3.8147,107.6
DJF,9.0423,-7.7368,88.9
DJF,9.0425,-0.4146,81.0
DJF,9.0429,-2.1529,90.3
DJF,9.0432,-3.4236,52.7
DJF,9.0433,-0.2441,164.6
DJF,9.0434,-2.24,135.7
DJF,9.0434,-0.7232,111.7
DJF,9.0438,-3.7418,39.1
DJF,9.0438,-0.5586,144.3
DJF,9.0438,0.5108,75.4
DJF,9.0439,-0.2482,342.1
DJF,9.0439,-0.2435,279.0
DJF,9.0439,0.0996,92.2
DJF,9.044,0.3705,144.8
DJF,9.0442,-2.4377,68.7
DJF,9.0442,-2.2578,129.3
DJF,9.0442,-0.2504,461.5
DJF,9.0448,-0.2548,252.9
DJF,9.0449,-0.7072,50.5
DJF,9.045,-0.2279,160.5
DJF,9.0452,-1.6741,79.9
DJF,9.0452,-0.2343,207.0
DJF,9.0453,-0.023,58.4
DJF,9.0453,0.1094,66.8
DJF,9.0454,0.8433,139.1
DJF,9.0456,-7.5382,15.6
DJF,9.0456,-0.6121,181.5
DJF,9.0457,0.2425,22.1
DJF,9.0458,0.8499,166.3
DJF,9.0459,-3.599,129.3
DJF,9.0459,-2.2466,155.6
DJF,9.046,-2.287,158.6
DJF,9.046,-1.3261,176.8
DJF,9.0462,-0.7294,60.4
DJF,9.0462,-0.4702,89.5
DJF,9.0464,-0.1303,124.5
DJF,9.0465,-3.6691,38.1
DJF,9.0467,-0.4875,178.1
DJF,9.0468,-0.2149,184.3
DJF,9.0469,-3.7193,72.5
DJF,9.047,0.2518,29.7
DJF,9.0472,-3.6079,400.7
DJF,9.0473,-3.5979,57.5
DJF,9.0473,-2.1435,75.0
DJF,9.0474,-3.9976,226.9
DJF,9.0481,-4.1112,78.4
DJF,9.0481,-3.9837,143.4
DJF,9.0482,-5.3306,64.1
DJF,9.0482,-3.5173,140.6
DJF,9.0482,-1.4616,360.9
DJF,9.0482,-0.7315,435.4
DJF,9.0484,0.7704,93.8
DJF,9.0485,-2.2677,219.8
DJF,9.0486,-3.6559,37.7
DJF,9.0487,-0.5702,80.7
DJF,9.0488,-0.7133,66.3
DJF,9.0491,-1.4843,147.1
DJF,9.0491,-1.0405,73.3
DJF,9.0494,-4.1041,401.0
DJF,9.0494,-2.1366,52.4
DJF,9.0495,-1.336,193.9
DJF,9.0496,-3.9724,204.0
DJF,9.0496,-2.2738,175.1
DJF,9.0496,-0.7411,63.7
DJF,9.0497,0.8764,134.9
DJF,9.0498,-3.2441,132.5
DJF,9.0499,-4.0996,409.8
DJF,9.0501,-1.4423,252.5
DJF,9.0502,-0.8477,158.3
DJF,9.0504,-0.6662,121.3
DJF,9.0505,-6.651,79.7
DJF,9.0505,-3.5697,92.2
DJF,9.0505,0.9073,74.3
DJF,9.0506,-0.7029,56.3
DJF,9.051,-7.417,155.6
DJF,9.051,-3.283,57.6
DJF,9.051,0.8852,139.5
DJF,9.0512,-0.4889,94.4
DJF,9.0513,-1.4569,330.5
DJF,9.0514,-0.5113,65.6
DJF,9.0515,0.2781,48.8
DJF,9.0517,-0.8363,343.5
DJF,9.0517,-0.722,66.1
DJF,9.0518,-2.1941,192.3
DJF,9.0519,0.788,104.8
DJF,9.0521,-6.6394,96.3
DJF,9.0521,0.4386,84.9
DJF,9.0522,-0.9947,82.0
DJF,9.0525,-1.4811,62.0
DJF,9.0526,0.7724,230.6
DJF,9.0527,-3.9817,24.3
DJF,9.0528,-3.82,159.5
DJF,9.0529,-3.3795,296.7
DJF,9.0529,-2.3244,58.8
DJF,9.053,-0.2428,184.3
DJF,9.0531,-3.3933,176.4
DJF,9.0534,-1.3296,179.0
DJF,9.0535,0.4493,108.6
DJF,9.0535,0.8061,74.8
DJF,9.0537,-3.8166,83.4
DJF,9.0538,-0.9832,153.3
DJF,9.0538,-0.04,59.2
DJF,9.0539,-3.8358,57.2
DJF,9.054,-1.4709,60.6
DJF,9.054,0.7444,407.0
DJF,9.054,11.8275,29.7
DJF,9.0541,-3.8103,73.4
DJF,9.0541,-2.2865,289.5
DJF,9.0543,-4.1179,63.0
DJF,9.0543,-0.7399,64.9
DJF,9.0545,-0.2535,145.9
DJF,9.0545,-0.0802,139.9
DJF,9.0547,-1.084,84.8
DJF,9.0549,0.8157,85.6
DJF,9.0554,-3.8253,22.3
DJF,9.0555,-0.7907,21.0
DJF,9.0556,-3.7272,123.9
DJF,9.0557,-0.7489,78.8
DJF,9.0559,-3.3724,228.9
DJF,9.056,-3.3329,126.5
DJF,9.0562,-2.0624,201.9
DJF,9.0564,-4.166,76.4
DJF,9.0564,-3.4901,297.4
DJF,9.0565,-3.497,446.0
DJF,9.0565,-2.156,76.9
DJF,9.0565,0.3323,138.5
DJF,9.0566,-3.9334,61.7
DJF,9.0567,-3.4852,491.1
DJF,9.0567,-2.212,55.9
DJF,9.0569,-0.1183,157.5
DJF,9.0571,-3.7116,155.7
DJF,9.0571,-3.6709,59.8
DJF,9.0574,-0.7302,74.0
DJF,9.0577,-4.1566,75.2
DJF,9.0584,-1.5935,125.7
DJF,9.0585,-3.8982,21.8
DJF,9.0586,-2.7579,59.8
DJF,9.0588,-3.8612,156.9
DJF,9.0588,-2.0854,59.1
DJF,9.0591,-3.9173,49.7
DJF,9.0592,-0.5963,124.0
DJF,9.0593,-3.2379,65.5
DJF,9.0593,0.8872,120.8
DJF,9.0595,-0.9892,95.4
DJF,9.0597,-3.4636,419.9
DJF,9.0598,0.3088,22.1
DJF,9.0599,-3.2843,71.5
DJF,9.06,-3.7013,190.3
DJF,9.0601,-2.076,65.7
DJF,9.0602,-3.8702,54.0
DJF,9.0602,-3.4587,321.9
DJF,9.0603,-3.5439,61.1
DJF,9.0603,-0.7384,57.5
DJF,9.0606,-3.4283,92.5
DJF,9.0606,0.8962,100.9
DJF,9.0613,-2.1217,76.3
DJF,9.0615,-0.0505,132.7
DJF,9.0617,-4.2454,74.2
DJF,9.0617,-3.9517,138.1
DJF,9.0617,-3.6904,482.8
DJF,9.0617,0.845,38.2
DJF,9.0619,-3.6554,60.3
DJF,9.0621,-2.2759,175.0
DJF,9.0621,0.866,116.3
DJF,9.0622,-0.9961,210.4
DJF,9.0624,-1.4039,86.9
DJF,9.0625,-4.2814,86.9
DJF,9.0626,-2.8689,132.3
DJF,9.0626,-1.6363,54.1
DJF,9.0626,-1.3032,338.5
DJF,9.0627,-3.9665,20.5
DJF,9.0627,0.8047,153.9
DJF,9.0628,-0.0413,76.4
DJF,9.0631,0.8544,26.6
DJF,9.0632,-4.2355,67.5
DJF,9.0633,-3.6648,428.5
DJF,9.0633,-0.9912,293.9
DJF,9.0634,-3.6796,174.6
DJF,9.0635,-3.8371,24.1
DJF,9.0635,-0.7743,101.2
DJF,9.0637,-2.2865,102.0
DJF,9.0638,-4.1193,82.8
DJF,9.0638,-3.3436,141.0
DJF,9.0638,-0.9846,381.0
DJF,9.0638,0.5356,114.1
DJF,9.0639,0.1212,53.6
DJF,9.0644,-3.9553,86.2
DJF,9.0644,10.5655,88.7
DJF,9.0645,-2.2547,78.8
DJF,9.0647,-3.6742,77.3
DJF,9.0648,-3.6575,56.2
DJF,9.0649,-3.6054,251.7
DJF,9.0649,-0.9796,124.3
DJF,9.065,-2.8539,140.4
DJF,9.065,-0.7838,72.9
DJF,9.0652,-0.6353,111.4
DJF,9.0655,-3.7268,140.4
DJF,9.0655,0.8945,64.1
DJF,9.0656,-1.0689,95.0
DJF,9.0657,-3.9463,181.8
DJF,9.0657,-0.075,258.1
DJF,9.0658,-3.9951,56.3
DJF,9.0658,0.8386,212.4
DJF,9.066,-3.7129,68.2
DJF,9.066,-1.9974,280.0
DJF,9.0666,0.8748,154.9
DJF,9.0667,-3.9239,122.8
DJF,9.0667,-3.7366,382.7
DJF,9.0667,-0.8785,120.6
DJF,9.0667,-0.1372,118.5
DJF,9.0667,0.1325,154.8
DJF,9.0667,0.1651,127.5
DJF,9.0667,0.9035,66.2
DJF,9.0668,-2.3257,74.8
DJF,9.0669,-3.4026,107.7
DJF,9.067,-3.0559,59.3
DJF,9.0671,-3.5927,529.0
DJF,9.0671,-0.8179,195.0
DJF,9.0672,0.7659,102.8
DJF,9.0673,-3.7039,96.2
DJF,9.0674,-3.7372,78.2
DJF,9.0674,-1.9877,153.6
DJF,9.0674,0.1254,79.2
DJF,9.0674,0.7689,134.3
DJF,9.0674,0.7895,55.6
DJF,9.0675,-3.5701,60.0
DJF,9.0675,-0.6415,69.5
DJF,9.0675,0.4267,171.5
DJF,9.0675,0.8497,226.0
DJF,9.0677,-3.5281,128.5
DJF,9.0678,9.5508,15.6
DJF,9.0679,-2.2542,50.7
DJF,9.0679,-0.6136,95.2
DJF,9.068,-0.8695,402.7
DJF,9.068,0.1416,69.8
DJF,9.0683,-0.0628,205.7
DJF,9.0685,-0.9527,72.5
DJF,9.0685,-0.8083,95.8
DJF,9.0686,-3.6949,103.8
DJF,9.0687,-2.2915,141.5
DJF,9.0688,-3.7108,150.6
DJF,9.0688,0.0496,99.9
DJF,9.0689,-4.2778,63.6
DJF,9.0696,-3.5453,91.5
DJF,9.0698,-3.6679,290.2
DJF,9.0699,-3.6859,73.9
DJF,9.0703,-3.8785,188.6
DJF,9.0706,-3.9679,141.5
DJF,9.0706,0.1484,23.8
DJF,9.0707,-3.9191,88.7
DJF,9.0709,-0.9195,231.5
DJF,9.071,-4.2469,103.7
DJF,9.0711,-3.5194,197.6
DJF,9.0711,-0.2993,92.2
DJF,9.0712,-7.0225,79.2
DJF,9.0714,-3.712,73.3
DJF,9.0717,-3.4905,81.6
DJF,9.0725,-4.237,97.0
DJF,9.0725,-3.9749,79.3
DJF,9.0725,-3.5951,60.2
DJF,9.0726,-3.6267,495.6
DJF,9.0726,-0.3197,78.3
DJF,9.073,-3.7009,124.3
DJF,9.0732,-3.9324,119.6
DJF,9.0732,-3.6273,376.5
DJF,9.0733,-3.7065,108.6
DJF,9.0733,-2.9602,59.8
DJF,9.0738,-3.6041,85.3
DJF,9.0739,-4.0417,59.2
DJF,9.0741,-2.0099,140.6
DJF,9.0742,-3.9532,58.6
DJF,9.0742,-2.255,193.7
DJF,9.0743,-4.3174,92.7
DJF,9.0746,-0.9191,74.4
DJF,9.0748,-3.7299,607.3
DJF,9.0748,0.7679,52.8
DJF,9.0749,0.2284,123.5
DJF,9.0755,-3.9442,53.4
DJF,9.0756,-3.527,82.0
DJF,9.0756,-3.4481,97.5
DJF,9.0764,-0.7618,53.7
DJF,9.0767,-1.267,54.6
DJF,9.0767,0.2511,98.0
DJF,9.0768,-1.9913,52.4
DJF,9.0769,0.7706,120.0
DJF,9.0772,-3.7297,88.5
DJF,9.0772,-1.4579,116.7
DJF,9.0773,-1.9497,77.4
DJF,9.0774,-3.5137,114.7
DJF,9.0774,0.8482,89.3
DJF,9.0778,-3.9967,36.9
DJF,9.0779,-5.4765,104.6
DJF,9.0781,-3.6928,156.8
DJF,9.0781,-1.1547,92.7
DJF,9.0784,-1.2601,76.8
DJF,9.0786,-2.2112,81.6
DJF,9.0788,-1.4814,101.6
DJF,9.0789,-2.01,122.7
DJF,9.0791,-2.1698,107.1
DJF,9.0792,-0.2011,106.6
DJF,9.0793,0.0687,50.2
DJF,9.0794,-3.6837,54.8
DJF,9.0794,-3.3215,93.1
DJF,9.0795,-1.4581,497.3
DJF,9.08,-0.6263,36.5
DJF,9.0801,-3.4431,170.4
DJF,9.0802,-2.2002,182.8
DJF,9.0802,-1.4715,64.0
DJF,9.0802,0.1422,53.6
DJF,9.0804,-3.8686,150.0
DJF,9.0805,-1.9994,144.1
DJF,9.0805,-1.2296,91.2
DJF,9.0806,-2.2057,117.2
DJF,9.0808,0.0788,112.8
DJF,9.0808,8.7514,18.9
DJF,9.081,11.2777,62.6
DJF,9.0812,-3.7368,79.3
DJF,9.0813,-3.5389,58.3
DJF,9.0814,-1.2375,188.9
DJF,9.0816,-3.4644,95.7
DJF,9.0818,-0.9044,57.3
DJF,9.0819,-1.6873,81.5
DJF,9.0819,-1.2206,204.0
DJF,9.0823,-2.3797,52.4
DJF,9.0823,-2.1947,93.7
DJF,9.0825,-3.6314,59.2
DJF,9.0825,-0.8403,124.2
DJF,9.083,-3.6372,70.9
DJF,9.083,-1.4373,384.9
DJF,9.0832,-3.4522,138.0
DJF,9.0833,-4.1117,17.1
DJF,9.0835,-1.454,743.4
DJF,9.0835,11.6777,55.1
DJF,9.0836,-3.8748,142.7
DJF,9.0837,-2.242,57.7
DJF,9.0838,0.7666,52.2
DJF,9.084,-4.1663,62.5
DJF,9.0842,0.0834,125.4
DJF,9.0842,4.8535,50.5
DJF,9.0847,-3.6631,555.2
DJF,9.0847,-3.192,159.0
DJF,9.0848,0.7931,151.7
DJF,9.085,-2.8146,70.5
DJF,9.085,-2.233,54.8
DJF,9.085,-1.2627,125.1
DJF,9.0852,-4.1574,100.4
DJF,9.0852,-2.392,138.5
DJF,9.0854,-1.4071,61.5
DJF,9.0854,0.0926,56.9
DJF,9.0859,-1.6751,70.3
DJF,9.0859,8.628,41.3
DJF,9.086,-3.1689,239.5
DJF,9.0861,-3.701,151.5
DJF,9.0862,-3.1821,105.5
DJF,9.0865,-2.643,82.8
DJF,9.0866,-2.8254,67.1
DJF,9.0866,-2.3826,62.5
DJF,9.0867,-1.0981,47.5
DJF,9.0868,-1.4331,260.1
DJF,9.0868,0.8077,147.9
DJF,9.0869,-2.2359,193.7
DJF,9.087,-4.3548,113.2
DJF,9.0871,-3.6941,156.1
DJF,9.0872,-0.2547,290.1
DJF,9.0873,-0.5868,142.6
DJF,9.0877,-2.7847,60.2
DJF,9.0878,-2.3286,110.3
DJF,9.088,-3.5238,111.3
DJF,9.0883,-3.6851,77.5
DJF,9.0884,10.4735,93.0
DJF,9.0886,-3.1982,107.3
DJF,9.0891,-3.6553,495.9
DJF,9.0891,-2.0481,182.6
DJF,9.0892,-0.7993,99.9
DJF,9.0893,-3.5327,320.3
DJF,9.0894,-4.2425,75.8
DJF,9.0894,-3.2913,67.9
